-0.37599,44.87901,"E70 N89"
-0.34359,44.88237,"E70 N89"
4.94124,44.91919,"E713 N7"
-0.42821,44.98418,"L'Aquitaine"
3.9458,45.05472,"N88"
3.94351,45.05573,"N88"
5.67365,45.08525,"A51 E712"
0.5788,45.14673,"A89 E70"
1.4848,45.14935,"A20 E9"
5.78517,45.20461,"A41"
1.51349,45.21666,"A20 E9"
4.23941,45.32703,"N88"
4.46655,45.44552,"E70 N88"
4.50757,45.4883,"A47 E70"
4.31708,45.49463,"A72 E70"
4.83786,45.49592,"Autoroute du Soleil"
4.30318,45.5065,"A72 E70"
4.27336,45.54616,"A72 E70"
4.71119,45.57022,"A47 E70"
4.88081,45.6136,"A46 E15 E70"
4.80912,45.61385,"Autoroute du Soleil"
4.81153,45.61784,"Autoroute du Soleil"
-0.23143,45.66446,"E603 N141"
4.98291,45.69444,"A43 E70"
4.96494,45.70337,"A43"
4.93837,45.71826,"A43"
3.15335,45.73405,"A75 E11"
3.1439,45.75013,"La Méridienne"
3.13965,45.76044,"La Méridienne"
3.15006,45.8038,"A71 E11"
4.76856,45.80881,"Autoroute du Soleil"
3.15836,45.82854,"A71 A89 E11"
3.74443,45.84425," "
1.15744,45.85377,"E603 N141"
1.28618,45.86036,"Avenue Jean Monnet"
3.83018,45.87009,"A72 E70"
3.83164,45.87062,"A72 E70"
3.67637,45.87386,"A72 E70"
3.89318,45.87557,"A72 E70"
4.1685,45.91056,"N82"
4.12722,45.97581," "
-1.04053,45.99651,"E602 N137"
-1.06283,46.06388,"E602 N137"
-1.06333,46.06446,"E602 N137"
5.90641,46.07642,"A40 E21 E62"
5.43861,46.10215,"A40 E21 E62"
-1.09532,46.10388,"E602 N137"
5.80736,46.10692,"A40 E21 E62"
1.94419,46.18882,"E62 N145"
-1.04944,46.19676,"E601 N11"
-1.05094,46.19672,"E601 N11"
-1.0205,46.20411,"E601 N11"
-0.34396,46.34958,"N11"
4.55796,46.73961,"E607 N80"
4.77871,46.75747,"E607 N80"
1.63449,46.77366,"A20 E9"
-1.41888,46.84073,"D763"
-1.36653,46.92345,"D763"
3.16374,46.94542,"N7"
2.32864,47.04146,"N151"
4.81283,47.0583,"Autoroute du Soleil"
-1.58873,47.06292,"D117"
6.34543,47.09652,"E23 N57"
-1.09631,47.12127,"E62 N249"
3.04364,47.13955,"N7"
3.04668,47.14766,"N7"
-1.34328,47.1589,"E62 N249"
-1.68318,47.16383,"D751"
-1.64174,47.16643,"D723"
3.0072,47.21243,"N7"
2.07166,47.24362,"A71"
-2.29361,47.28382,"Route Bleue"
-2.29959,47.28437,"Route Bleue"
4.91461,47.31871,"A38"
0.69523,47.3346,"L'Aquitaine"
-1.90639,47.36557,"E60 N165"
-1.99191,47.39142,"E60 N165"
-0.50821,47.41018,"N260"
0.72884,47.4132,"L'Aquitaine"
6.78011,47.47414,"La Comtoise"
6.83949,47.509,"La Comtoise"
6.13359,47.53861,"E23 N57"
6.85634,47.60965,"A36 E60"
6.88113,47.63644,"A36 E60"
6.93741,47.65548,"A36 E54 E60"
6.5507,47.66392,"D438"
-3.03537,47.69327,"E60 N165"
6.43664,47.73538," "
-2.46929,47.77402,"N166"
-3.27286,47.78888,"Voie Express de Nantes à Brest"
-1.69026,47.80864,"E3 N137"
7.24092,47.8533,"D83"
-3.69717,47.88636,"E60 N165"
2.13206,47.90478,"D921"
-2.38737,47.91814,"N24"
-2.3647,47.91886,"N24"
-2.72088,47.91981,"N24"
7.28287,47.94061,"D83"
-1.69534,47.99078,"E3 N137"
7.29783,48.0052,"D83"
-1.88116,48.05934,"N24"
-1.16281,48.0713,"E50 N157"
-1.14639,48.0768,"E50 N157"
6.59248,48.09409,"E23 N57"
-4.03161,48.10001,"E60 N165"
7.38255,48.10284,"A35 E25"
5.11246,48.13928," "
-1.66138,48.14186,"Rocade Nord"
-1.80859,48.15598,"E50 N12"
7.37737,48.16271,"E25 D483"
7.37938,48.17599,"E25 D483"
7.39056,48.18638,"E25 D483"
-1.73456,48.20447,"N137"
-4.07698,48.22588,"E60 N165"
-0.6453,48.24191,"N162"
6.39026,48.26204,"E23 N57"
-4.2028,48.31186,"E60 N165"
6.29323,48.36114,"E23 N57"
-2.18777,48.42632,"E401 N176"
6.76954,48.43784,"N59"
6.75129,48.45466,"N59"
-2.56623,48.47412,"E401 E50 N12"
6.24284,48.48368,"E23 N57"
0.44573,48.51601,"N12"
7.68193,48.52684,"A35 E25"
-2.85889,48.52969,"E50 N12"
7.65433,48.5418,"D400"
-3.11267,48.55055," "
-1.75734,48.55355,"E401 N176"
6.48164,48.57579,"E52 N333"
-3.79132,48.58816,"E50 N12"
6.34846,48.60201,"A33 E52"
6.17431,48.60656,"A330 E23"
2.63321,48.60744,"A5 B"
6.17636,48.61054,"A330 E23"
2.4247,48.62053,"Autoroute du Soleil"
2.49634,48.63153,"Croix Billot"
2.21045,48.63575,"La Francilienne"
2.62773,48.63927,"A5 B"
5.06847,48.64397," "
5.19152,48.64423,"N4"
6.12544,48.65966,"Avenue de Maron"
6.12419,48.66426,"A33 E23"
1.84135,48.68252,"N10"
2.32367,48.68957,"Autoroute du Soleil"
6.1164,48.6901,"A33 E23"
2.59489,48.69377,"N104"
6.14687,48.71097," "
3.72188,48.73091,"N4"
2.32523,48.74601,"Autoroute du Soleil"
2.32543,48.74575,"A6 B"
6.15366,48.75604,"A31 E21 E23"
7.69983,48.76009,"N340"
7.22916,48.76491,"E52 N4"
7.3048,48.77064,"Autoroute de l'Est"
6.14383,48.77341,"A31 E21 E23"
1.56901,48.781,"N12"
1.61399,48.78274,"N12"
1.65757,48.79379,"N12"
2.01072,48.79773,"N12"
1.77772,48.79911," "
1.96337,48.79933,"N12"
1.96584,48.80023," "
1.97104,48.80037,"N12"
1.84736,48.80009,"N12"
1.80127,48.80174,"N12"
1.79584,48.80167,"N12"
2.6851,48.83104,"A4 E50"
2.59813,48.83223,"A4 E50"
2.66552,48.83228,"A4 E50"
2.11298,48.84029,"Autoroute de Normandie"
2.06119,48.85379,"Autoroute de Normandie"
2.00807,48.89338,"Autoroute de Normandie"
2.64224,48.90529,"A104"
1.99784,48.92597,"Avenue d'Acqueville"
1.99658,48.92546," "
3.04202,48.95075,"A4 E50"
2.60586,48.96649,"A104"
1.72957,48.97294,"Autoroute de Normandie"
2.15793,49.00888,"A15"
1.3554,49.01153," "
-0.96702,49.01237,"N174"
-0.26221,49.01596," "
1.18548,49.03972,"N154"
6.11178,49.04422,"A31 E21 E23"
2.54586,49.04597,"Autoroute du Nord"
2.00528,49.05767,"N14"
1.98234,49.06404,"N14"
2.71457,49.06967,"N2"
2.25743,49.08571,"Carrefour de la Porte de Baillet"
2.73329,49.08947,"N2"
-1.09406,49.09856,"D974"
2.25292,49.12282,"A16"
6.84234,49.15347,"A320 E50"
6.17787,49.17863,"A31 E21 E23"
6.17532,49.20395,"A31 E21 E23"
4.13188,49.21733,"N44"
4.05469,49.22709,"Autoroute de l'Est"
3.07851,49.26239,"Rue de la Couture de Noue"
-0.7971,49.30075,"E46 N13"
-0.8429,49.31524,"E46 N13"
3.23944,49.31866,"N2"
2.75572,49.35468," "
2.24435,49.41757,"E46 N31"
-1.33367,49.42927,"E3 E46 N13"
3.53639,49.47967,"N2"
2.8633,49.48378,"N32"
3.57433,49.51045,"N2"
2.9155,49.51805,"N32"
4.3719,49.52318,"A34 E46"
0.7728,49.64568,"A29 E44"
3.27529,49.73622," "
3.35677,50.28868,"A2 E19"
2.81904,50.30784,"Route de Bapaume"
3.58404,50.33024,"N49"
2.94872,50.33419,"N50"
5.44818,43.5579,"Avenue de la 1ère D.f.l."
4.79243,43.56531,"N568"
5.67083,43.68813,"A51 E712"
3.10319,45.74276,"D799"
-1.09468,47.12095,"E62 N249"
-2.24919,47.28649,"Route Bleue"
7.23323,47.89849,"Pénétrante de Guebwiller"
-1.19686,48.07135,"E50 N157"
-1.19961,48.07156,"E50 N157"
2.81228,48.72798,"N4"
-0.41798,49.15221,"Périphérique"
2.36979,49.86062,"Viaduc de l'Avre"
3.50808,50.33759,"A2 E19"
2.37021,50.36706,"N39"
2.96821,50.42984,"Rocade Minière"
2.95248,50.61098,"N41"
2.97477,50.61965,"A25 E42"
2.80777,50.69435,"A25 E42"
2.68728,50.73766," "
1.63997,50.76583,"L'Européenne"
2.59823,50.80925,"A25 E42"
2.43217,48.61101,"A6 E15"
6.10566,47.20581,"E23 N57"
2.52049,48.99899,"Autoroute du Nord"
5.55938,43.48133,"A8 E80"
2.31435,48.69797,"Autoroute du Soleil"
6.94204,43.54618,"La Provençale"
7.11488,43.61622,"La Provençale"
-0.91222,44.7862,"D106"
9.1653,45.61575,"Strada Statale dei Giovi"
12.43263,42.78499,"Strada Statale Tiberina"
12.2766,43.12287," "
8.71108,45.60641,"Strada Statale dell'Aeroporto della Malp"
8.71214,45.60255,"Strada Statale dell'Aeroporto della Malp"
12.18607,43.51159,"E45 Ss3bis"
12.55387,42.67934,"E45 Ss3bis"
12.38014,43.2819,"Strada Statale Tiberina"
11.11916,42.79673," "
12.43662,43.1847,"Strada Statale Tiberina"
12.55383,42.68587,"E45 Ss3bis"
12.26894,43.36379,"Strada Statale Tiberina"
12.5185,42.54354,"E45 Ss204"
10.50475,43.36638," "
13.17975,43.4919," "
9.02641,39.41293,"Strada Statale Carlo Felice"
11.15093,46.65245,"Via Prati Nuovi"
12.40617,42.84764,"Strada Statale Tiberina"
12.39167,42.92144,"Strada Statale Tiberina"
12.68264,42.97741,"Via San Cristoforo"
13.66384,45.76181,"E70 Ss202"
10.52636,43.33072," "
11.60379,46.65763,"Autostrada del Brennero"
7.68391,45.1652," "
8.65663,44.76718,"A26"
11.19518,46.5762,"Mebo"
13.67386,45.75551,"E70 Ss202"
8.90382,44.45847,"A7 E62"
12.41696,42.55307,"Via 1 Maggio"
11.21726,46.55499,"Mebo"
11.26809,46.50015,"Mebo"
11.14379,42.77365," "
12.21596,43.48096,"Strada Statale Tiberina"
17.18887,49.61448,"35 E442"
18.96761,48.58185,"50 E571"
19.01613,48.56335,"50 E571"
18.91347,48.58666,"50 E571"
19.04137,48.56534,"50 E571"
12.00746,57.8054,"Norgevägen"
11.84354,58.01522,"E6"
14.0822,57.20696,"E4"
12.22478,57.68454,"Boråsleden"
14.14866,57.57115,"E4"
14.16017,57.59655,"E4"
14.15847,57.73998,"E4"
14.43908,57.99312,"E4"
11.90993,58.2399,"E6"
11.91315,58.21117,"E6"
14.57236,58.14579,"E4"
15.55375,58.4385,"E4"
16.01094,58.52484,"E4"
16.0405,58.53878,"E4"
16.12649,58.59778,"E4"
16.17012,58.64655,"E4"
16.3392,58.70044,"E4"
16.44114,58.73946,"E4"
16.91626,58.74973,"E4"
16.6489,58.75484,"E4"
17.06593,58.78497,"E4"
17.34807,58.91056,"E4"
17.8303,59.73085,"E4"
17.7105,59.867,"E4"
17.68605,59.88154,"E4"
3.11141,50.68674,"A22 E17"
10.90944,42.9511,"SS 1"
-0.87949,46.22685,"E601/N11"
13.86306,45.88483,"H4"
6.85639,47.60156,"A36"
3.28056,44.70139,"A75"
2.54239,49.22683,"N330"
-1.36056,48.69181,"N175"
2.82733,42.68994,"N116"
2.08508,48.833,"A12"
4.88619,44.04306,"A7"
6.86222,47.62417,"A36"
6.15014,46.14875,"A40"
2.67742,49.74339,"D934"
4.89047,44.94417,"A7"
-1.91569,48.05322,"N24"
2.15333,48.63983,"A10"
-1.56397,49.55639,"N13"
8.53556,45.84194,"A26"
7.15833,43.66067,"A8"
2.9875,42.70658,"D617"
4.81097,45.58908,"A46"
-1.92711,48.56086,"N137"
-0.39653,46.3405,"N11 Route de Paris"
2.30825,48.71314,"A6"
-0.92056,47.05444,"N249"
-0.255,45.67028,"N141"
2.38778,51.01472,"A16"
2.40661,48.63203,"A6"
6.2425,48.46069,"N57"
4.11194,48.33019,"D610"
8.83069,45.50681,"SS336"
5.07994,47.31667,"N274"
1.51297,45.23611,"A20"
2.98456,42.60792,"D914"
2.62744,48.80389,"N104"
3.28297,49.78361,"D1"
3.57311,48.72853,"N4"
5.92108,46.17678,"D884"
-1.35056,49.45111,"E46"
3.11611,46.03,"A71"
2.23094,46.19717,"N145"
-3.17953,48.55736,"N12"
7.04156,49.14083,"N61"
-2.61625,47.94106,"N24"
-4.3775,48.45264,"N12"
-1.64278,47.40611,"N137"
-1.09525,49.31469,"N13"
-3.252,47.78867,"N165"
7.30833,47.79869,"D430"
3.85333,50.29586,"N49"
3.03022,42.80222,"D83"
2.47333,48.56694,"A6"
2.86519,42.46631,"A9"
2.84825,50.43506,"A21"
2.83958,50.44636,"A21"
6.82514,43.54433,"A8"
5.28417,43.41069,"A7"
2.55436,48.61831,"A5 A"
2.64178,48.83139,"A4"
12.27508,46.0035,"A27"
1.28236,48.74556,"N12"
-1.20994,43.78272,"N10"
2.58536,50.44839,"D301"
7.62517,48.40139,"N83"
1.62681,48.78861,"N12"
3.11472,45.85361,"N9"
6.18392,49.15011,"A31"
6.17417,49.27297,"A31"
7.33333,47.76575,"A36"
7.72792,48.63806,"A4"
5.63331,46.14636,"A40"
23.91139,65.81139,"E4"
-1.68003,48.05756,"N137"
1.08272,49.35472,"D18E"
3.47867,50.37194,"A23"
2.88736,42.73958,"D900"
1.36111,45.69842,"A20"
2.145,49.01556,"A15"
-2.37694,48.38306,"N12"
-3.99139,48.21972,"N164"
-4.14208,47.97117,"D785"
-3.73722,48.57881,"N12"
7.78792,45.59311,"A5"
-2.0785,47.44117,"N165"
-2.08,48.45611,"N176"
-3.59508,47.86986,"N166"
2.89972,42.76694,"N9"
6.84556,49.15425,"A320"
4.99031,44.99286,"N532"
1.33783,46.00478,"A20"
7.16458,48.75103,"N4"
-0.83403,44.38806,"D810"
2.34306,48.67367,"A6"
4.9175,49.69131,"N43"
-1.40714,48.59639,"N175"
5.94956,44.19697,"A51"
5.42472,48.70336,"N4"
3.13639,45.11097,"A75"
1.41,46.21389,"N145"
1.85806,47.89,"A71"
3.57508,45.88278,"A72"
5.89792,43.12567,"A50"
3.50611,50.33792,"A2"
2.19,48.77972,"A86"
5.73167,45.55758,"A43"
4.13528,44.04361,"N106"
-1.74467,47.2935,"N165"
2.92639,42.65444,"N114"
7.13361,43.64331,"A8"
2.24606,49.07092,"A104"
18.29047,43.93822,"M-5"
10.91261,48.05766,"E54"
16.23013,51.15342,"E40"
4.10422,44.09483,"N106"
24.81494,55.25911,"A2"
10.16135,44.74312,"Autostrada della Cisa"
-2.81708,48.43467,"D700"
7.30836,47.95847,"D83"
18.0476,40.47572,"Strada Statale 613"
-1.51335,47.28022,"A11"
-1.87815,48.54349,"E401"
-2.19553,47.48329,"N165"
6.08839,46.08564,"A41"
7.36333,47.77333,"A36"
-0.49925,44.89338,"L'Aquitaine"
-1.83955,47.34241,"N165"
2.07042,48.79031,"N12"
10.56569,43.18388,"Variante Aurelia"
23.72558,55.13811,"E85"
23.27731,55.29561,"E85"
25.07208,54.87561,"A2"
22.39828,55.51056,"E85"
2.39553,50.97011,"D625"
6.18421,49.05822,"N431"
-1.04706,46.00871,"La Rochelle Rochefort"
5.48477,46.11248,"L'Autoroute Blanche"
-3.27664,48.61083,"D767"
6.04175,43.13758,"A570"
6.08056,46.05108,"A41"
-1.03592,43.74039,"D824"
14.79464,40.69717,"A3"
17.66013,59.93909,"E4"
12.47702,55.92613,"Helsingørmotorvejen"
1.17928,48.85389,"N154"
1.17694,48.86806,"N154"
-1.52181,43.45783,"Autoroute de la Côte Basque"
-0.81183,46.97436,"N249"
-1.6902,47.88605,"N137"
0.08445,45.60961,"E606"
19.17048,50.23832,"Wschodnia Obwodnica GOP"
6.86446,47.54982,"La Comtoise"
4.71807,43.64077,"N113"
6.09361,48.8675,"A31"
6.58728,48.05478,"N57"
-1.68467,47.90633,"N137"
6.31417,48.34089,"N57"
-0.73844,43.85136,"D824"
6.82248,46.82088,"A1"
4.09231,48.33244,"D610"
-1.43094,46.76306,"D937"
-2.93839,47.67158,"N165"
1.27617,45.84972,"L'Occitane"
9.19611,47.43373,"A1"
3.20233,45.26878,"A75"
37.74861,55.47569,"M4"
37.60958,55.50242,"M2"
37.61,55.50217,"M2"
30.51989,59.86128,"A118"
30.53775,59.93297,"A118"
30.44919,60.02669,"A118"
30.45275,59.83886,"A118"
30.52789,59.86583,"A118"
30.29072,59.82669,"A118"
30.40617,59.81906,"A118"
30.38281,60.0705," "
37.51436,54.91833,"M2"
30.24989,59.83006,"A118"
30.38058,60.07819,"A118"
30.52603,59.90639,"A118"
11.21743,43.92638,"Autostrada del Sole"
11.6088,46.79377,"Autostrada Del Brennero"
1.77183,48.79839,"N12"
-1.43067,46.76303,"D937"
0.14736,45.67769,"N10"
0.10244,45.61858,"N10"
8.66541,44.60199,"A26 Genova   Gravellona"
-2.85125,47.661,"N165"
7.97667,44.39847,"A6 Torino - Savona"
13.82969,43.12322,"A14"
5.95472,44.19122,"A51"
1.95333,46.19222,"N145"
9.03516,47.45595,"A1"
11.15138,43.82169,"A1 Milano - Napoli"
2.35978,48.62567,"La Francilienne, N104"
1.52697,45.19628,"Les Badoques"
4.65164,43.65656,"Chemin de Fourchon, N113"
19.31603,47.41703,"M0"
3.04206,50.52458,"Autoroute du Nord, A1"
-1.32431,47.15619,"N249"
5.45586,43.51194,"La Provençale"
2.40447,46.28583,"N145"
1.72289,46.216,"N145"
11.7903,47.39055,"A12"
5.34183,43.40422,"Autoroute du Soleil"
3.15892,46.93972,"N7"
6.832,47.5065,"A36"
3.20553,50.38275,"Rocade Minière"
2.43092,48.61297,"Autoroute du Soleil"
1.91167,46.17986,"N145"
3.56364,45.87367,"La Transeuropéenne"
7.37308,48.02167,"A35"
37.53442,55.19064,"M2"
37.78625,55.40639,"M4"
33.18522,37.18475,"D715"
33.21742,37.1565,"Mersin Karaman Yolu"
33.46792,39.86403,"D200"
30.00217,39.43972,"D650"
31.22633,36.89083,"D400"
37.38664,37.13933,"85. Cd"
37.262,37.46069,"D360"
37.38983,37.13067,"Gaziantep Ad?yaman Yolu"
33.4805,39.82144,"D765"
33.62053,39.86686,"D200"
